ticket,summary,owner,component,milestone,status,version,created,priority,cc
13303,FloatingPane defect on resize browser window (on FF5),dante,DojoX Layout,tbd,new,1.6.1,2011-06-24T02:21:20-07:00,high,
13304,FloatingPane problem with mouse moving (out of window) in FF5,dante,DojoX Layout,tbd,new,1.6.1,2011-06-24T02:42:38-07:00,high,
13312,faces demo broken link,dante,General,tbd,new,1.7.0b1,2011-06-25T17:11:28-07:00,high,
13359,dojox.form.TriStateCheckbox setting value on creation,dante,DojoX Form,tbd,new,1.7.0b1,2011-07-03T12:37:42-07:00,high,
13363,dojox.form.BusyButton set disabled don't prevent onClick handlers,dante,DojoX Form,tbd,new,1.7.0b1,2011-07-04T06:34:33-07:00,high,
13549,RadioGroup - no code to reorder buttons if changes made dynamically,dante,DojoX Layout,tbd,new,1.7.0b1,2011-07-29T11:51:00-07:00,high,
13553,Several PNG files for the Dojox Gantt Chart widget are miscapitalized in gantt.css file,dante,DojoX Widgets,tbd,new,1.6.1,2011-08-01T14:25:25-07:00,high,
13590,dojox.widget.Loader broken in 1.7,dante,DojoX Widgets,tbd,new,1.7.0b1,2011-08-04T12:56:43-07:00,high,
13719,IE: dojox.form.RangeSlider: Hard to click on RangeSlider handles,dante,DojoX Form,tbd,new,1.6.1,2011-08-18T06:34:20-07:00,high,
13868,dojox.image.Magnifier doesn't seem to work,dante,Dojox,tbd,new,1.7.0b1,2011-09-08T01:46:29-07:00,high,
13890,api doc preview breaks with anonymous declared classes,dante,Doc parser,1.8,new,1.7.0b1,2011-09-12T07:11:47-07:00,high,"cjolif, Evan"
14019,The 1.7 docscripts does not generate the doc for properties.,dante,Documentation,1.7.2,new,1.7.0b1,2011-09-28T22:25:13-07:00,high,cjolif
14197,MultiSelectCalendar does not accept ISO dates,dante,DojoX Widgets,tbd,new,1.7.0,2011-11-02T11:51:52-07:00,high,
14227,[CLA][PATCH] Portlet New inheritance syntax,dante,DojoX Widgets,1.8,new,1.7.0,2011-11-06T15:25:00-08:00,high,
14301,DateTextBox input two digit number as year will appear NaN-NaN-0NaN,dante,DojoX Form,tbd,new,1.6.1,2011-11-23T23:26:42-08:00,high,
14302,missing dojox/fx pages in reference doc,dante,Documentation,tbd,new,1.7.0,2011-11-23T23:43:36-08:00,high,
14377,onKeyDown and onKeyPress event in dojox.widget.portlet not fired,dante,DojoX Widgets,tbd,new,1.7.0,2011-12-02T20:24:24-08:00,high,
14453,Regression in dojox.form.Rating,dante,DojoX Form,tbd,new,1.6.1,2011-12-12T15:48:36-08:00,high,cjolif
14562,"Why no entry for ""io-query"" in API doc?",dante,Doc parser,tbd,new,1.7.1,2012-01-04T23:02:11-08:00,high,
14616,dojox.form.RangeSlider drag operation on the range interval bar not working,dante,DojoX Form,tbd,new,1.7.1,2012-01-13T06:21:30-08:00,high,doughays
14620,benchtool has unnecessary escape() and urldecode() calls,dante,Dijit,tbd,new,1.7.1,2012-01-14T04:14:54-08:00,high,
11245,ColorPicker percentage does not observe cultural conventions,dante,Dojox,future,new,1.5.0b2,2010-05-31T09:09:54-07:00,low,
13449,dojox.form.Manager - observer is not valid HTML5 attribute,dante,DojoX Form,tbd,new,1.7.0b1,2011-07-16T02:17:44-07:00,low,
11027,DataPresentation dojo.data support broken,deanw,DojoX Widgets,tbd,new,1.4.0,2010-04-23T10:49:51-07:00,high,
11028,DataPresentation Hybrid chart renders wrong values,deanw,DojoX Widgets,tbd,new,1.4.0,2010-04-23T11:25:02-07:00,high,
14588,xmppSession.js has duplicate case but different code paths,dmachi,Dojox,1.7.2,new,1.7.1,2012-01-10T05:12:31-08:00,blocker,BryanForbes
6383,List of committers,dmachi,Website,future,new,1.1.0,2008-04-02T13:42:49-07:00,high,
6666,create a11y review post-commit hook,dmachi,Operations,future,new,1.1.0,2008-04-30T16:43:32-07:00,high,dmachi
7307,dojox.xmpp presence bug prevents buddy list from displaying properly,dmachi,Dojox,future,new,1.1.1,2008-07-28T17:58:30-07:00,high,
7325,[patch] dojox.xmpp doesn't work in IE when using script src due to iframe onload bug,dmachi,Dojox,future,new,1.1.1,2008-07-29T15:08:01-07:00,high,
7499,dojo-checkins mailing list has incorrect links,dmachi,Operations,future,new,1.1.1,2008-08-21T09:40:09-07:00,high,
8936,test failures in JsonRPC-EchoTest (Safari/win),dmachi,RPC,tbd,new,1.3.0b3,2009-03-19T16:51:01-07:00,high,
10919,CodeGlass for attributeMap on the Writing Widgets Quickstart is empty,dmachi,Website,tbd,new,1.4.0,2010-03-30T10:28:45-07:00,high,
11482,dojox.data.jsonPathStore docs need to be updated,dmachi,Documentation,tbd,new,1.5,2010-07-25T11:37:36-07:00,high,
12289,Style guide is missing,dmachi,Website,tbd,new,1.6.0b1,2011-02-14T06:41:40-08:00,high,itorrey
12454,img.tut_preview on tutorials too high in Opera,dmachi,Website,tbd,new,1.6.0,2011-03-16T08:32:38-07:00,high,
12568,"themeTester broken on website, works in release",dmachi,Website,tbd,new,1.6.0,2011-03-29T14:34:24-07:00,high,
12765,Cannot add myseld to the CC field of tickets,dmachi,Operations,,assigned,,2011-04-24T05:17:25-07:00,high,
12845,Mailing list message-footers are not removed when quoting,dmachi,Operations,future,new,,2011-05-03T12:01:58-07:00,high,
13031,dojox.analytics: failure in test_analytics.html,dmachi,Dojox,tbd,new,1.6.1,2011-05-21T01:10:37-07:00,high,
13040,unreachable code in rpc.js test,dmachi,RPC,tbd,new,1.6.1,2011-05-21T22:58:25-07:00,high,
13451,"ga.js updated, Urchin broke?",dmachi,Dojox,tbd,new,1.7.0b1,2011-07-16T07:53:52-07:00,high,
13910,invalid HTML in dojox/app/tests/multiSceneApp/views/simple/second.html,dmachi,DojoX App,1.8,new,1.7.0b1,2011-09-14T15:30:02-07:00,high,
13987,Disable default timeout in RpcService,dmachi,RPC,tbd,new,1.6.1,2011-09-23T08:19:10-07:00,high,
14125,duplicate case statement in dojox.xmpp.xmppSession (1.7rc1),dmachi,Dojox,tbd,new,1.7.0b1,2011-10-19T13:26:31-07:00,high,
14534,dojox.analytics.Urchin throws error in 1.7.1,dmachi,Dojox,1.7.2,new,1.7.1,2011-12-28T00:41:05-08:00,high,"chrism1, dante, cjolif, edchat"
5529,"""rss feed"" link at bottom of bug pages brings up download dialog",dmachi,Operations,future,new,1.0,2008-01-07T14:35:34-08:00,low,
14701,Menu: Cascading menu is not top aligned the previous menu.,doughays,Dijit,tbd,assigned,1.7.1,2012-01-30T23:27:33-08:00,undecided,
4578,FilteringSelect and ComboBox: Add support for Alt up/down,doughays,Accessibility,future,new,0.9,2007-09-27T16:42:42-07:00,high,brunet@…
5424,page refresh erases input values (dijit.form.FilteringSelect),doughays,Dijit - Form,2.0,new,1.0,2007-12-18T15:36:18-08:00,high,
5703,Inconsistent naming dijit.form.TextBox but Textarea,doughays,Dijit - Form,2.0,new,1.0,2008-01-28T06:43:14-08:00,high,"doughays, bill"
5783,slider: add aria-valuetext attribute,doughays,Accessibility,future,new,1.0,2008-02-06T20:06:05-08:00,high,"davidb, wwalker"
6343,"ComboBox: Impossible to set to an empty value using the keyboard when there is no ""blank"" choice",doughays,Accessibility,future,new,1.0,2008-03-27T14:09:10-07:00,high,"davidb, doughays"
7176,slider:  should round the valuenow to 2 decimal places before setting,doughays,Accessibility,future,new,1.1.1,2008-07-14T13:11:19-07:00,high,
7866,Spinner:  inconsistency with null value and aria-valuenow property,doughays,Accessibility,future,new,1.2.0,2008-10-14T14:46:25-07:00,high,davidb
8619,CheckBox: getValue() method return code is strange,doughays,Dijit - Form,2.0,new,1.2.3,2009-02-10T21:55:09-08:00,high,
9089,add aria-autocomplete to ComboBox and FilteringSelect,doughays,Accessibility,future,new,1.3.0,2009-04-07T07:58:36-07:00,high,doughays
9210,VerticalSlider: height inaccurate in IE7/8 strict mode,doughays,Dijit - Form,future,reopened,1.3.0,2009-04-27T16:38:44-07:00,high,
9973,[patch] [ccla] Select: does not allow empty value options,doughays,Dijit - Form,future,new,1.3.2,2009-09-25T13:59:07-07:00,high,
10582,dijit.form.NumberTextBox incorrectly handle percentages,doughays,Dijit - Form,future,new,1.4.0,2010-01-02T10:15:25-08:00,high,
10718,"TimeTextBox-popup shivers, when mousepointer stays between to entries",doughays,Dijit - Form,future,reopened,1.4.0,2010-02-05T05:53:39-08:00,high,
10922,Select: support fixed width,doughays,Dijit - LnF,future,new,1.4.0,2010-03-31T01:00:31-07:00,high,
10927,select: screen reader speaks html for rich text items,doughays,Accessibility,future,new,1.4.0,2010-03-31T12:48:10-07:00,high,
11206,"Select: no borders when in TooltipDialog (safari, tundra)",doughays,Dijit - Form,1.8,new,1.5.0b2,2010-05-25T01:51:01-07:00,high,
11380,MultiSelect: A readOnly widget is not really read-only,doughays,Dijit - Form,future,new,1.4.3,2010-06-30T08:15:18-07:00,high,
11676,"dijit.form.Select uses a custom setStore rather than select.set('store', store);",doughays,Dijit - Form,future,new,1.5,2010-09-02T11:06:55-07:00,high,
12021,TimeTextBox does not work correctly in some timezones,doughays,Dijit - Form,2.0,reopened,1.5,2010-12-03T01:50:41-08:00,high,
13433,set regExp on running time,doughays,Dijit - Form,1.8,new,1.6.1,2011-07-13T07:39:44-07:00,high,
13790,filteringselect focus problem,doughays,Dijit - Form,tbd,new,1.6.1,2011-08-31T05:41:10-07:00,high,
14312,missing reference doc for dojox.atom.widgets,doughays,Documentation,tbd,new,1.7.0,2011-11-24T00:08:23-08:00,high,mnesbitt@…
14488,Choppy scrolling of expanded combo box in scrollable view on desktop browsers,doughays,DojoX Mobile,tbd,new,1.7.1,2011-12-16T00:57:08-08:00,high,
14500,Problem with comma sign in number format,doughays,Dijit - Form,tbd,new,1.7.0,2011-12-18T06:28:41-08:00,high,hhelena
14523,CheckBox: Chrome is using -webkit-appearance on checkboxes and radio buttons,doughays,Dijit - Form,tbd,new,1.7.1,2011-12-22T05:45:10-08:00,high,
5187,clean up spotlight on new web site,dylan,Website,1.8,new,0.9,2007-11-18T16:17:18-08:00,blocker,"dylan, tk, sfoster"
1144,Dojo leaks in frames in IE,dylan,Core,future,new,0.3,2006-07-20T15:38:57-07:00,high,sol@…
1273,Tree: Node edit should complete on other operations,dylan,Dojox,future,new,0.3,2006-08-11T08:56:09-07:00,high,
5847,add documentation for using Dojo under rhino,dylan,Documentation,future,new,1.0,2008-02-13T15:26:13-08:00,high,
6212,Cannot define ItemFileWriteStore._saveCustom with dojo/method SCRIPT tag,dylan,Parser,future,new,1.0,2008-03-13T21:03:32-07:00,high,ptwobrussell@…
6500,Toolbar: should provide wrapping for separated sections,dylan,Dijit - LnF,future,new,1.1.0,2008-04-10T09:34:33-07:00,high,liucougar
6760,reduce the # of images used by dojox.fx.Shadow,dylan,Dojox,future,new,1.1.0,2008-05-15T05:23:05-07:00,high,phiggins
6929,Dojo Offline sometimes create invalid database names for Gears,dylan,Offline,future,new,1.1.1,2008-06-10T13:48:14-07:00,high,
7093,dojox.offline widget says it is offline when gears is not installed even when online,dylan,Offline,future,new,1.1.1,2008-06-30T09:35:40-07:00,high,
7207,Rhino: setTimeout / clearTimeout implementation is dangerous,dylan,General,future,new,1.1.1,2008-07-15T23:16:38-07:00,high,mark-wubben
7345,dojo.query I.E children property not document object,dylan,Query,future,reopened,1.1.1,2008-08-01T07:36:04-07:00,high,
7462,Browser Does Not Resize When Running With Testrunner,dylan,TestFramework,future,new,1.1.1,2008-08-16T16:52:18-07:00,high,ole.ersoy@…
7479,"[patch][cla] dojo.query breaks for expressions like ""a[href*='foo=bar']""",dylan,Query,future,new,1.1.1,2008-08-19T15:23:52-07:00,high,
7850,Moxie offline demo still not working,dylan,Offline,future,new,1.2.0,2008-10-12T09:29:48-07:00,high,
7940,expand inline docs for NodeList methods,dylan,Core,future,new,1.2.0,2008-10-22T22:44:32-07:00,high,dante
7941,auto prefix detection is over-broad,dylan,BuildSystem,future,new,1.2.0,2008-10-23T00:42:40-07:00,high,jburke
8105,instances created by dojox.widget.Iterator have no way to see their data,dylan,DojoX Widgets,future,new,1.2.1,2008-11-16T23:03:51-08:00,high,
8223,"dojo.query: results reversed for "".foo .bar""",dylan,Query,future,new,1.2.1,2008-12-03T17:11:20-08:00,high,
8313,dijit.layout._LayoutWidget should cache more,dylan,Dijit,future,new,1.2.3,2008-12-23T07:24:20-08:00,high,
8631,dojo.query does not like the = character,dylan,Query,future,new,1.2.3,2009-02-11T22:36:10-08:00,high,
8668,"missing setInterval, clearInterval in rhino environment",dylan,General,future,new,1.3.0b1,2009-02-17T02:22:49-08:00,high,
8938,dojo.query unit test failures on opera,dylan,Query,future,new,1.3.0b3,2009-03-19T17:01:13-07:00,high,
9045,Weird condition in query.js file (dojo/base),dylan,Query,future,new,1.3.0,2009-04-02T07:54:22-07:00,high,
9138,dojo.query does not parse commas correctly,dylan,Query,future,new,1.2.3,2009-04-15T12:12:59-07:00,high,
9193,dojo.query fails to recognize attributes having certain kinds of brackets in their values,dylan,Query,future,new,1.3.0,2009-04-23T14:40:31-07:00,high,
9497,dojo.query of [attr$='suffix'] returns non-matching hidden fields,dylan,Query,future,new,1.3.1,2009-07-02T11:50:29-07:00,high,
9698,"webkitMobile=true with profile=standardCustomBase build causes ""d is not defined"" runtime error",dylan,BuildSystem,future,new,1.3.2,2009-08-10T23:00:33-07:00,high,
10017,dojo.query accepts invalid syntax,dylan,Query,future,new,1.3.2,2009-10-03T09:08:09-07:00,high,
10066,"dojo.query(""tag > :not(tag)"") returns empty results",dylan,Query,future,new,1.3.2,2009-10-09T00:27:19-07:00,high,
11195,DOH browser UI left-aligns reported times and progress,dylan,TestFramework,tbd,new,1.5.0b2,2010-05-23T09:57:49-07:00,high,
11196,[meta] improve DOH visual formatting,dylan,TestFramework,future,assigned,1.5.0b2,2010-05-23T10:09:32-07:00,high,
11471,DOH in Chrome5/Mac triggers a print dialog when run locally,dylan,TestFramework,tbd,new,1.5,2010-07-21T09:01:24-07:00,high,
13318,survey demo broken,dylan,Website,tbd,new,1.7.0b1,2011-06-25T23:18:41-07:00,high,
14700,_DataBindingMixin.updateChildBindings doesn't update all children widgets,edchat,DojoX MVC,tbd,new,1.7.1,2012-01-30T22:06:32-08:00,undecided,
13263,dojox.mvc - ref doesn't work in a templated widget,edchat,DojoX MVC,tbd,reopened,1.7.0b1,2011-06-20T13:24:27-07:00,blocker,rahul
13685,dojox.mvc - mobile widgets cannot startup in dojox.mvc.Group / dojox.mvc.Repeat,edchat,DojoX MVC,tbd,new,1.7.0b1,2011-08-14T19:50:44-07:00,blocker,rahul
13372,MVC does not work with dijit.form.Select,edchat,DojoX MVC,1.8,new,1.7.0b1,2011-07-06T10:03:35-07:00,high,rahul
14423,dojox.mvc.Group prevents dojox.mobile.RoundRectList and dojox.mobile.ListItem select action,edchat,DojoX MVC,1.8,new,1.7.0,2011-12-08T22:44:11-08:00,high,
14427,dojox.mvc.Group prevents CSS style to be applied as expected,edchat,DojoX MVC,1.8,new,1.7.0,2011-12-08T23:38:24-08:00,high,
14447,mvc.Repeat ignores widgets created by first parser run,edchat,DojoX MVC,tbd,new,1.7.1,2011-12-12T00:08:26-08:00,high,
14448,Select with store in a Repeat does no set initial value properly,edchat,DojoX MVC,tbd,new,1.7.0,2011-12-12T00:19:21-08:00,high,
14449,Validierung by Form.validate does not work with group and Repeat,edchat,DojoX MVC,tbd,new,1.7.0,2011-12-12T00:24:31-08:00,high,
14451,dijit.form.Checkbox does not work with mvc,edchat,DojoX MVC,tbd,new,1.7.0,2011-12-12T00:42:17-08:00,high,
14514,MVC reference-doc examples broken,edchat,Documentation,tbd,new,1.7.1,2011-12-20T17:27:29-08:00,high,
13723,dojo mvc tests LoanWizardModel minor fix,edchat,DojoX MVC,1.8,new,,2011-08-18T10:44:39-07:00,low,rahul
5795,[Patch] [CLA] Prevent Moveable widgets from moving out of reach and make autoScroll behavior configurable.,elazutkin,DnD,future,assigned,1.0,2008-02-08T10:23:32-08:00,blocker,
7903,Document dojox.lang,elazutkin,Dojox,future,assigned,1.2.0,2008-10-19T22:09:27-07:00,blocker,
9277,Document dojox.gfx.fx,elazutkin,DojoX GFX,future,assigned,1.3.0,2009-05-10T14:20:27-07:00,blocker,
13469,dojox.form.Manager.reset() exception,elazutkin,DojoX Form,tbd,new,1.6.1,2011-07-18T03:52:07-07:00,blocker,
13718,Internet explorer 8 hangs up at page reload,elazutkin,HTML,tbd,new,1.6.1,2011-08-18T04:25:31-07:00,blocker,
14155,dojo.byId returns DispHTMLDivElement instead of HTMLDivElement on IE9.,elazutkin,HTML,tbd,new,1.6.1,2011-10-25T16:48:36-07:00,blocker,
14274,dojox.mdnd prevents TextBox.selectOnClick working in IE when input is in Dialog,elazutkin,DnD,tbd,new,1.6.1,2011-11-17T06:37:38-08:00,blocker,
14320,dojox.gfx.vml pattern fill bug,elazutkin,DojoX GFX,tbd,new,1.6.1,2011-11-24T12:09:47-08:00,blocker,
14340,Axis shortening when labels are longer,elazutkin,Charting,tbd,new,1.6.1,2011-11-30T01:00:17-08:00,blocker,cjolif
3961,[meta] base size reductions,elazutkin,Core,future,new,0.9,2007-08-03T04:49:47-07:00,high,"alex, elazutkin"
5051,Safari graphic text and events problems,elazutkin,DojoX GFX,future,assigned,0.9,2007-11-08T04:19:12-08:00,high,
5255,cant select matter on dnd item in IE 6.0+ only.,elazutkin,DnD,future,new,0.9,2007-11-28T04:03:21-08:00,high,manisha.jagtap@…
6058,Creating dojo.dnd.Moveable on divs with scroll bars,elazutkin,DnD,future,assigned,1.0,2008-03-02T15:31:01-08:00,high,
6355,Charting theme anti-aliasing has no effect,elazutkin,Charting,future,assigned,1.1.0,2008-03-29T09:29:03-07:00,high,
7289,dojox.charting.Chart2D : The VML rendering of polylines is not as smooth as SVG rendering,elazutkin,Charting,future,new,1.1.1,2008-07-25T18:55:36-07:00,high,elazutkin
7341,"Dragging a rectangle or rounded rectangle makes the shape flash / blink or go blank, in IE",elazutkin,DojoX GFX,future,assigned,1.1.1,2008-07-31T11:07:03-07:00,high,eugene
7388,DnD scrolls the window the wrong way,elazutkin,DnD,future,new,1.1.1,2008-08-06T13:35:42-07:00,high,
7394,Charting does not show in ContentPane,elazutkin,Charting,future,new,1.1.1,2008-08-07T10:31:52-07:00,high,
7909,Wrong parent of dojo.dnd.Moveable,elazutkin,DnD,future,new,1.2.0,2008-10-20T07:32:13-07:00,high,
8070,Pie Chart   - Label Position Bug in RTL,elazutkin,Charting,future,assigned,1.2.1,2008-11-12T10:30:24-08:00,high,cjolif
8371,dojox.gfx mouseover/setShape bug in IE VML,elazutkin,DojoX GFX,future,assigned,1.2.3,2009-01-08T10:18:54-08:00,high,
8423,DnD: contrained moveables lose constraints in fluid layout,elazutkin,DnD,future,new,1.2.3,2009-01-15T07:28:36-08:00,high,
8554,test_GridContainer does not work with IE7,elazutkin,DnD,future,assigned,1.2.3,2009-02-03T00:40:12-08:00,high,dante
8610,"Apply transform to small circles works in Firefox, not in IE",elazutkin,DojoX GFX,future,new,1.2.3,2009-02-10T01:22:35-08:00,high,
8853,dojo.dnd.autoscroll getViewport algorithm in Opera 9.64,elazutkin,DnD,future,new,1.3.0b2,2009-03-10T11:03:04-07:00,high,
8919,Charts within different documents throw an error,elazutkin,DojoX GFX,future,assigned,1.2.3,2009-03-18T07:28:01-07:00,high,
8996,Odd behavior with custom axis labels for Chart2D line chart,elazutkin,Charting,future,assigned,1.2.3,2009-03-26T16:24:20-07:00,high,
9168,Images are not rendered on FF 3.5.2.,elazutkin,DojoX GFX,future,assigned,1.3.0,2009-04-20T18:12:45-07:00,high,
9342,"dojo1.3: dojo.attr() did not work for attribute ""src"" in IE8.",elazutkin,HTML,future,new,1.3.0,2009-05-25T19:09:31-07:00,high,
9343,[dojox.Chart2D][dojox.gfx] Confirmed memory leak - all browsers,elazutkin,DojoX GFX,future,assigned,1.3.0,2009-05-25T23:07:45-07:00,high,
9451,Cannot draw shapes in a spawned window in IE7,elazutkin,DojoX GFX,future,assigned,1.3.0,2009-06-24T17:18:28-07:00,high,
9628,dojo.attr not working on IE8 for xml dom node,elazutkin,HTML,future,assigned,1.3.2,2009-07-30T11:12:29-07:00,high,
9935,Pie chart rendering in Modal windows,elazutkin,Charting,future,assigned,1.3.2,2009-09-21T18:03:22-07:00,high,
10467,Methods advised with AOP do not handle dojo.connect listeners correctly,elazutkin,Dojox,future,assigned,1.3.2,2009-12-04T13:29:09-08:00,high,
10674,marginBox in dojox.charting.Chart2D and multiple render calls with a negative left margin...,elazutkin,Charting,future,assigned,1.4.0,2010-01-25T14:27:57-08:00,high,
10703,the Weird Behavior of dojo.dnd.Moveable !,elazutkin,DnD,future,assigned,1.4.0,2010-02-03T03:25:47-08:00,high,
10724,dojo.position return different values on WebKit based platforms,elazutkin,Core,tbd,assigned,1.4.0,2010-02-05T13:24:51-08:00,high,
10732,dojox.gfx.Moveable used with delay can get into bad state,elazutkin,DojoX GFX,future,assigned,1.4.0,2010-02-08T10:40:11-08:00,high,
10774,Selecting dropped option in dNd MultiSelect widget,elazutkin,DnD,future,assigned,1.4.0,2010-02-22T05:28:47-08:00,high,
10868,scaler/common::eq function broken for large values,elazutkin,Charting,future,assigned,1.4.2,2010-03-21T05:36:32-07:00,high,
10887,dojox.gfx3d createViewport fails on Android,elazutkin,DojoX GFX,future,assigned,1.4.2,2010-03-23T10:11:40-07:00,high,
10942,Pattern bugs,elazutkin,DojoX GFX,future,assigned,1.4.0,2010-04-04T00:00:02-07:00,high,
11128,"dojo.dnd Internet Explorer 6, 7 & 8 text selection issues",elazutkin,DnD,future,assigned,1.4.2,2010-05-11T03:11:53-07:00,high,
11200,dojo/tests/_base/html_docScroll.html::t::testSpeed failure (IE8),elazutkin,HTML,1.8,new,1.5.0b2,2010-05-23T20:15:47-07:00,high,dgurney@…
11240,dojox.gfx doesn't work in iframe on IE,elazutkin,DojoX GFX,future,assigned,1.4.3,2010-05-30T20:37:57-07:00,high,
11266,IE: Chart2D rendering problem,elazutkin,Charting,future,assigned,1.5.0b2,2010-06-05T12:12:31-07:00,high,"jason_hays22, ktiedt, cjolif"
11274,"Impossible to set ""value"" attribute of <meter> tags via dojo.attr()",elazutkin,HTML,future,new,1.4.3,2010-06-08T03:07:00-07:00,high,
11345,dojox.gfx.Image setShape memory leak in IE 8,elazutkin,DojoX GFX,future,assigned,1.5.0b2,2010-06-22T15:38:10-07:00,high,
11359,dojox.gfx.Surface clear() IE 8,elazutkin,DojoX GFX,future,assigned,1.5.0b2,2010-06-23T21:57:48-07:00,high,
11388,Axis should be able to use different fonts for major/minor labels.,elazutkin,Charting,future,assigned,1.5.0b2,2010-06-30T23:59:46-07:00,high,
11531,Silverlight renderer boken on FF >= 3.6.4,elazutkin,DojoX GFX,1.8,reopened,1.7.0b1,2010-08-04T03:44:07-07:00,high,
11552,IE8 calling setShape on dojox.gfx.Rect erases all registered events,elazutkin,DojoX GFX,future,assigned,1.5,2010-08-09T14:22:49-07:00,high,
11563,IE VML text letters rotated 90 degrees counter-clockwise,elazutkin,DojoX GFX,future,assigned,1.5,2010-08-12T09:54:27-07:00,high,
11577,SVGWEB: moveToBack () throws an error if object has no sibling,elazutkin,DojoX GFX,future,assigned,1.5,2010-08-16T20:32:17-07:00,high,
11619,dojox dnd testing,elazutkin,Dojox,future,new,1.5,2010-08-23T15:35:51-07:00,high,
11639,IE: dojo gfx text's event handle issue,elazutkin,DojoX GFX,future,assigned,1.5,2010-08-25T22:47:59-07:00,high,xiangxz@…
11787,DnD Moveable stuck to cursor on right-click in Chrome,elazutkin,DnD,1.8,new,1.5,2010-09-27T13:14:13-07:00,high,
11824,dojo.charting not working with FF 3.5.3 for Ubuntu,elazutkin,Charting,future,assigned,1.5,2010-10-04T05:58:02-07:00,high,
11854,dojox chart plot and axis do not get along well when the chart is zoomed in with Animation,elazutkin,Charting,future,assigned,1.5,2010-10-12T15:21:33-07:00,high,
11973,dojo Chart rendering performance is bad in IE and cause IE to prompt stop script dialog,elazutkin,Charting,future,assigned,1.5,2010-11-23T21:32:45-08:00,high,"shiwcsdl@…, xiangxz@…"
12010,dojox.charting.chart2d - margins don't work correctly,elazutkin,Charting,future,assigned,1.5,2010-12-01T18:07:31-08:00,high,uhop
12011,dojox.charting.chart2d - can't connect tooltip to chart,elazutkin,Charting,future,assigned,1.5,2010-12-01T18:15:35-08:00,high,uhop
12080,Dojox gfx silverlight resize defect,elazutkin,DojoX GFX,future,assigned,1.5,2010-12-12T22:12:02-08:00,high,
12081,Customized dojox.chart theme with silverlight  error,elazutkin,DojoX GFX,future,assigned,1.5,2010-12-12T22:28:44-08:00,high,
12174,dojox.math.BigInteger not usable with base 10,elazutkin,Dojox,future,assigned,1.6.0b1,2011-01-18T01:29:13-08:00,high,
12180,Dojo charting raises exception when data series is all zeros,elazutkin,Charting,future,assigned,1.6.0b1,2011-01-19T01:35:25-08:00,high,
12215,"Memory ""leak"" using Chart2D actions with silverlight gfx renderer",elazutkin,DojoX GFX,future,assigned,1.6.0b1,2011-01-26T09:12:47-08:00,high,
12279,dojox.charting.Chart2D destroy not working as designed,elazutkin,Charting,future,assigned,1.5,2011-02-10T04:29:34-08:00,high,
12342,IE9: tests/_base/html.html failures,elazutkin,Core,1.8,assigned,1.6.0rc1,2011-02-23T18:32:30-08:00,high,
12384,IE8 keeps throwing 'nodeType' is not null error,elazutkin,DojoX GFX,future,assigned,1.6.0rc1,2011-03-04T16:59:47-08:00,high,
12408,Problem with chart's tooltip,elazutkin,Charting,future,assigned,1.6.0rc1,2011-03-08T05:55:18-08:00,high,
12507,dojo/tests/_base/html.html::t::attr_reconnect fails on ie9,elazutkin,Core,1.8,assigned,1.6.0,2011-03-22T14:37:39-07:00,high,
12564,tests.html fails on opera 11,elazutkin,HTML,tbd,new,1.6.0,2011-03-29T14:15:56-07:00,high,
12590,[patch][cla] missing `this` in dojox.form.manager._Mixin formWidgetValue,elazutkin,DojoX Form,tbd,new,1.6.0,2011-04-01T10:06:09-07:00,high,
12694,[regression] Dojox Charting: Gradient not working as expected in Dojo 1.6,elazutkin,Charting,tbd,assigned,1.6.0,2011-04-15T12:37:31-07:00,high,cjolif
12940,dojo.dnd.Moveable creates extra movers when used with delay,elazutkin,DnD,tbd,new,1.6.1,2011-05-15T03:11:01-07:00,high,
13029,[regression] dojox.lang.tests.async fails smoketest (FF3.6),elazutkin,Dojox,tbd,new,1.6.1,2011-05-21T01:06:51-07:00,high,
13030,[regression] dojox.lang.tests gets error about dojo._extraNames is undefined,elazutkin,Dojox,tbd,new,1.6.1,2011-05-21T01:08:49-07:00,high,kzyp
13143,dojo.dnd.Moveable publishing before updating,elazutkin,DnD,tbd,new,1.6.1,2011-06-01T01:19:19-07:00,high,
13253,DijitTreeRow becoming detached from the tree using Drag and Drop,elazutkin,DnD,tbd,new,1.6.0,2011-06-17T09:06:17-07:00,high,
13323,dojo.(add|remove|toggle|has)Class doesn't handle newline delimiters,elazutkin,HTML,tbd,new,1.6.1,2011-06-27T11:16:21-07:00,high,
13393,[regression] html_box test failure in FF3.6,elazutkin,HTML,tbd,new,1.7.0b1,2011-07-08T12:21:59-07:00,high,
13402,Claro theme blocks the Highlight action,elazutkin,Charting,tbd,new,1.6.1,2011-07-10T23:29:29-07:00,high,
13408,html_rtl test failures,elazutkin,HTML,tbd,new,1.7.0b1,2011-07-11T08:29:13-07:00,high,
13423,dojox.charting.plot2d.Columns/Bars and subclass with animation crashed on FF with canvas if one of the value is 0,elazutkin,Charting,tbd,new,1.7.0b1,2011-07-12T09:28:46-07:00,high,
13488,Dialog: unable to close on an iPad,elazutkin,Dijit,tbd,new,1.6.1,2011-07-20T14:40:49-07:00,high,
13522,Radio button created with dojo.create can't be selected in IE7,elazutkin,HTML,tbd,new,1.6.1,2011-07-26T12:59:48-07:00,high,
